,tokens,lemma,postag
0,kapatid|NNC,kapatid,NNC
1915,Bentong|NNC_CCP,Bentong,NNC_CCP
1916,nagkukuwentuhan|VBTS,nagkukuwentuhan,VBTS
1917,kulay|NNC,kulay,NNC
1918,Sasarahan|NNP,Sasarahan,NNP
1919,sigaw|NNC,sigaw,NNC
1920,Madami|PRI,Madami,PRI
1921,Kamayanang|NNC_CCP,Kamayanang,NNC_CCP
1922,Pani|JJD,Pani,JJD
1923,umikot|VBAF,umikot,VBAF
1924,Aalisin|VBTF_VBOF,Aalisin,VBTF_VBOF
1925,silid|NNC,silid,NNC
1926,akong|PRS_CCP,akong,PRS_CCP
1927,maipasok|VBW,maipasok,VBW
1928,pero|CCT,pero,CCT
1929,Nahihirapan|VBTR,Nahihirapan,VBTR
1930,Lisa|NNP,Lisa,NNP
1931,nagtatago|VBTR,nagtatago,VBTR
1932,nakompleto|VBTS,nakompleto,VBTS
1933,hayop|NNC,hayop,NNC
1934,hinihila|VBTR,hinihila,VBTR
1935,ninyong|RBD_CCP,ninyong,RBD_CCP
1936,sumagot|VBAF,sumagot,VBAF
1937,makakalangoy|VBTF,makakalangoy,VBTF
1938,itaas|JJD,itaas,JJD
1939,kinukuha|VBTR,kinukuha,VBTR
1940,umiiyak|VBTR_VBAF,umiiyak,VBTR_VBAF
1941,reviewed|FW,reviewed,FW
1942,Bili|NNP,Bili,NNP
1943,Malalim|JJD,Malalim,JJD
1944,2|CDB,2,CDB
1945,kaming|PRP_CCP,kaming,PRP_CCP
1946,lagi|JJD,lagi,JJD
1947,ginawang|VBTS_CCP,ginawang,VBTS_CCP
1948,iglap|FW,iglap,FW
1949,pinagmamasdan|VBTR_VBRF,pinagmamasdan,VBTR_VBRF
1950,tabing|NNC_CCP,tabing,NNC_CCP
1951,mamingwit|VBW,mamingwit,VBW
1952,rurok|JJD,rurok,JJD
1953,ilang|PRQ_CCP,ilang,PRQ_CCP
1954,Mauubos|VBTF,Mauubos,VBTF
1955,Iriga|NNP,Iriga,NNP
1956,husto|JJD,husto,JJD
1957,kaagad|RBD,kaagad,RBD
1958,hindi|RBF,hindi,RBF
1959,tulungan|VBTF_VBOF,tulungan,VBTF_VBOF
1960,katabing|JJD_CCP,katabing,JJD_CCP
1961,Punta|JJN,Punta,JJN
1962,inakay|VBTS,inakay,VBTS
1963,hawak|NNC,hawak,NNC
1964,paglalakad|NNC,paglalakad,NNC
1965,hinihiwalay|VBTR,hinihiwalay,VBTR
1966,Ayokong|VBS_CCP,Ayokong,VBS_CCP
1967,Ate|NNC,Ate,NNC
1968,larawan|NNC,larawan,NNC
1969,ΓÇÿ|NNC,ΓÇÿ,NNC
1970,nagbabasa|VBTR,nagbabasa,VBTR
1971,tumingin|VBAF,tumingin,VBAF
1972,LEAD|NNPA,LEAD,NNPA
1973,Ningning|NNP,Ningning,NNP
1974,namimilog|VBTR,namimilog,VBTR
1975,ni|DTP,ni,DTP
1976,Sinapaw|NNP,Sinapaw,NNP
1977,binuksan|VBOF,binuksan,VBOF
1978,CoVully|FW,CoVully,FW
1979,magagandang|JJD_CCP,magagandang,JJD_CCP
1980,kuneho|NNC,kuneho,NNC
1981,tuktok|NNC,tuktok,NNC
1982,kalapit|JJD,kalapit,JJD
1983,"""|PMS","""",PMS
1984,matabang|JJD_CCP,matabang,JJD_CCP
1985,apat|JJN,apat,JJN
1986,kainin|VBOF,kainin,VBOF
1987,Bundok|NNP,Bundok,NNP
1988,Paglingon|NNP,Paglingon,NNP
1989,Pagtatanim|NNP,Pagtatanim,NNP
1990,kumuha|VBAF,kumuha,VBAF
1991,Bituon|NNP,Bituon,NNP
1992,gumapang|VBAF,gumapang,VBAF
1993,Napuluputan|VBTR,Napuluputan,VBTR
1994,mabibigyan|VBW,mabibigyan,VBW
1995,Woooosh|NNP,Woooosh,NNP
1996,babalik|VBTF,babalik,VBTF
1997,kailangan|VBS,kailangan,VBS
1998,pagtatrabaho|NNC,pagtatrabaho,NNC
1999,wika|NNC,wika,NNC
2000,Mabuti|JJD,Mabuti,JJD
2001,magiging|VBTF,magiging,VBTF
2002,takot|NNC,takot,NNC
2003,.┬á.┬á.|NNPA,.┬á.┬á.,NNPA
2004,Salamat|RBS,Salamat,RBS
2005,mangingitlog|VBW,mangingitlog,VBW
2006,pumalakpak|VBAF,pumalakpak,VBAF
2007,wakas|RBW,wakas,RBW
2008,sigurado|RBT,sigurado,RBT
2009,Nakabalik|VBTS,Nakabalik,VBTS
2010,by|FW,by,FW
2011,Panay|NNP,Panay,NNP
2012,Foundation|NNP,Foundation,NNP
2013,inyo|PRSP,inyo,PRSP
2014,Bulaklak|NNC,Bulaklak,NNC
2015,lampara|NNC,lampara,NNC
2016,magtotroso|VBW,magtotroso,VBW
2017,Bentong|NNP,Bentong,NNP
2018,Uuwi|NNP,Uuwi,NNP
2019,Mam|NNP,Mam,NNP
2020,namin|PRP,namin,PRP
2021,Nanalangin|VBTR,Nanalangin,VBTR
2022,kinabukasan|RBW,kinabukasan,RBW
2023,Matalino|JJD,Matalino,JJD
2024,Paumanhin|RBS,Paumanhin,RBS
2025,de-bateryang|JJD_CCP,de-bateryang,JJD_CCP
2026,Nag|NNCA,Nag,NNCA
2027,Kaso|CCR,Kaso,CCR
2028,Papelastika|NNP,Papelastika,NNP
2029,nararamdaman|VBTR,nararamdaman,VBTR
2030,magsulat|VBAF,magsulat,VBAF
2031,matulad|VBW,matulad,VBW
2032,nagsisimba|VBTR,nagsisimba,VBTR
2033,ulit|RBW,ulit,RBW
2034,ulam|NNC,ulam,NNC
2035,is|FW,is,FW
2036,maghihirap|VBTF,maghihirap,VBTF
2037,tatlong|JJN_CCP,tatlong,JJN_CCP
2038,pagmasdan|VBW,pagmasdan,VBW
2039,halaman|NNC,halaman,NNC
2040,salawal|NNC,salawal,NNC
2041,Ngayon|RBW,Ngayon,RBW
2042,kaagad|RBW,kaagad,RBW
2043,Kinakabahan|VBTR,Kinakabahan,VBTR
2044,hahanapin|VBTF,hahanapin,VBTF
2045,ano|PRQ,ano,PRQ
2046,Mabilis|RBD,Mabilis,RBD
2047,Tang|NNP,Tang,NNP
2048,Mamaya|RBW,Mamaya,RBW
2049,Sampalok|NNP,Sampalok,NNP
2050,lumapit|VBAF,lumapit,VBAF
2051,paglaki|NNC,paglaki,NNC
2052,uulitin|VBTF,uulitin,VBTF
2053,pinggan|NNC,pinggan,NNC
2054,pinagmasdan|VBRF,pinagmasdan,VBRF
2055,nalampasan|VBTS,nalampasan,VBTS
2056,akin|PRSP,akin,PRSP
2057,pagbagsak|NNC,pagbagsak,NNC
2058,aagaw|FW,aagaw,FW
2059,magdasal|VBW,magdasal,VBW
2060,nagmula|VBTS,nagmula,VBTS
2061,nagtitinda|VBTR,nagtitinda,VBTR
2062,eroplanong|NNC_CCP,eroplanong,NNC_CCP
2063,ngayon|RBW,ngayon,RBW
2064,Anak|NNP,Anak,NNP
2065,nakalagay|VBTS,nakalagay,VBTS
2066,bitbit|NNC,bitbit,NNC
2067,Halos|JJD,Halos,JJD
2068,WAKAS|NNPA,WAKAS,NNPA
2069,Hinihila|VBOF,Hinihila,VBOF
2070,hapon|RBW,hapon,RBW
2071,Pogi|NNP,Pogi,NNP
2072,natumba|VBTS,natumba,VBTS
2073,pagsasama|NNC,pagsasama,NNC
2074,kasagutan|NNC,kasagutan,NNC
2075,libong|NNC_CCP,libong,NNC_CCP
2076,kabibe|NNC,kabibe,NNC
2077,mula|RBL,mula,RBL
2078,silip|NNC,silip,NNC
2079,panahon|NNC,panahon,NNC
2080,kasing|JJC,kasing,JJC
2081,saya|NNC,saya,NNC
2082,backpack|FW,backpack,FW
2083,This|NNP,This,NNP
2084,nawalan|VBTS,nawalan,VBTS
2085,mas|JJCC,mas,JJCC
2086,si|DTP,si,DTP
2087,project|FW,project,FW
2088,ka|PRS,ka,PRS
2089,pinili|VBOF,pinili,VBOF
2090,Edan|NNP,Edan,NNP
2091,Mali|NNP,Mali,NNP
2092,managat|NNC,managat,NNC
2093,was|FW,was,FW
2094,makulay|JJD,makulay,JJD
2095,nagugutom|VBTR,nagugutom,VBTR
2096,Agta|NNP,Agta,NNP
2097,bang|RBI_CCP,bang,RBI_CCP
2098,Nagpatuloy|VBTS,Nagpatuloy,VBTS
2099,Nasundan|VBTS,Nasundan,VBTS
2100,dahoon|NNC,dahoon,NNC
2101,Lumaki|VBAF,Lumaki,VBAF
2102,aral|NNC,aral,NNC
2103,upang|CCB,upang,CCB
2104,mabigat|JJD,mabigat,JJD
2105,mapagbiro|VBW,mapagbiro,VBW
2106,umuwi|VBAF,umuwi,VBAF
2107,International|NNP,International,NNP
2108,Bago|RBW,Bago,RBW
2109,Tatay|NNP,Tatay,NNP
2110,bulungan|NNC,bulungan,NNC
2111,Bigyan|VBOF,Bigyan,VBOF
2112,tora|FW,tora,FW
2113,Makakasama|VBTF,Makakasama,VBTF
2114,papunta|VBW,papunta,VBW
2115,labas|NNC,labas,NNC
2116,lumalapit|VBTR_VBAF,lumalapit,VBTR_VBAF
2117,inilagay|VBTS,inilagay,VBTS
2118,Tinanong|VBTS,Tinanong,VBTS
2119,kahit|CCT,kahit,CCT
2120,habulan|NNC,habulan,NNC
2121,makalangoy|VBW,makalangoy,VBW
2122,bunso|NNC,bunso,NNC
2123,Andito|NNP,Andito,NNP
2124,kinausap|VBOF,kinausap,VBOF
2125,Binuhat|VBTS,Binuhat,VBTS
2126,galaw|NNC,galaw,NNC
2127,paghakbang|NNC,paghakbang,NNC
2128,Pagsikat|VBW,Pagsikat,VBW
2129,nakasakay|VBTS,nakasakay,VBTS
2130,pasamano|NNC,pasamano,NNC
2131,Gumuguho|NNC,Gumuguho,NNC
2132,Dati|RBW,Dati,RBW
2133,magkasama|VBW,magkasama,VBW
2134,ganoon|PRC,ganoon,PRC
2135,Patuloy|RBD,Patuloy,RBD
2136,Pumunta|VBAF,Pumunta,VBAF
2137,Magkantahan|NNP,Magkantahan,NNP
2138,napansin|VBTS,napansin,VBTS
2139,Sabi|VBW,Sabi,VBW
2140,pinapasok|VBTR,pinapasok,VBTR
2141,Tatlong|JJN_CCP,Tatlong,JJN_CCP
2142,sumasalok|VBTR_VBAF,sumasalok,VBTR_VBAF
2143,Isinalaysay|VBTS,Isinalaysay,VBTS
2144,naka|RBD,naka,RBD
2145,matagal|JJD,matagal,JJD
2146,nakikipaglaro|VBTR,nakikipaglaro,VBTR
2147,abala|NNC,abala,NNC
2148,Para|CCT,Para,CCT
2149,laman|NNC,laman,NNC
2150,kong|PRS_CCP,kong,PRS_CCP
2151,sumali|VBAF,sumali,VBAF
2152,ilustrador|NNC,ilustrador,NNC
2153,laruan|NNC,laruan,NNC
2154,karpintero|NNC,karpintero,NNC
2155,natunaw|VBTS,natunaw,VBTS
2156,ginamit|VBOF,ginamit,VBOF
2157,ito|PRO,ito,PRO
2158,ins|FW,ins,FW
2159,naroon|PRL,naroon,PRL
2160,dinukot|VBOF,dinukot,VBOF
2161,Talaga|NNP,Talaga,NNP
2162,Puwede|RBT,Puwede,RBT
2163,apoy|NNC,apoy,NNC
2164,bakit|PRQ,bakit,PRQ
2165,nagsusunog|VBTR,nagsusunog,VBTR
2166,bunging|NNC_CCP,bunging,NNC_CCP
2167,patungo|RBL,patungo,RBL
2168,labi|NNC,labi,NNC
2169,nagustuhan|VBTS,nagustuhan,VBTS
2170,palaka|NNC,palaka,NNC
2171,meron|VBH,meron,VBH
2172,doon|PRL,doon,PRL
2173,salubungin|VBOF,salubungin,VBOF
2174,sinabi|VBTS,sinabi,VBTS
2175,nakaharang|JJD,nakaharang,JJD
2176,bukas|JJD,bukas,JJD
2177,Sumimangot|NNP,Sumimangot,NNP
2178,tabing|NNC,tabing,NNC
2179,dumiretso|VBAF,dumiretso,VBAF
2180,rolyo|NNC,rolyo,NNC
2181,nakabalik|VBTS,nakabalik,VBTS
2182,mismo|RBT,mismo,RBT
2183,Sumilip|NNP,Sumilip,NNP
2184,sagana|NNC,sagana,NNC
2185,Tuturuan|RBW,Tuturuan,RBW
2186,Ayun|NNP,Ayun,NNP
2187,itong|PRO_CCP,itong,PRO_CCP
2188,'|PMS,',PMS
2189,isinasama|VBTR,isinasama,VBTR
2190,Hintayin|VBOF,Hintayin,VBOF
2191,ring|RBI_CCP,ring,RBI_CCP
2192,pinagkainan|VBRF,pinagkainan,VBRF
2193,maerong|JJD_CCP,maerong,JJD_CCP
2194,kamusta|NNC,kamusta,NNC
2195,Tumahimik|NNP,Tumahimik,NNP
2196,!|PMS,!,PMS
2197,Nay|NNC,Nay,NNC
2198,Magaling|JJD,Magaling,JJD
2199,lakas|NNC,lakas,NNC
2200,Oras|NNP,Oras,NNP
2201,iyong|PRO_CCP,iyong,PRO_CCP
2202,agimat|NNC,agimat,NNC
2203,namangha|VBTS,namangha,VBTS
2204,Mam|NNCA,Mam,NNCA
2205,mayroong|VBH_CCP,mayroong,VBH_CCP
2206,makarating|VBW,makarating,VBW
2207,Maglalaro|VBTF,Maglalaro,VBTF
2208,bata|NNC,bata,NNC
2209,kanang|JJD_CCP,kanang,JJD_CCP
2210,NonCommercial|NNP,NonCommercial,NNP
2211,Mikoy|NNP,Mikoy,NNP
2212,ihip|NNC,ihip,NNC
2213,yakap|NNC,yakap,NNC
2214,madaling|JJD_CCP,madaling,JJD_CCP
2215,presko|JJD,presko,JJD
2216,nakakalat|VBTR,nakakalat,VBTR
2217,Masama|JJD,Masama,JJD
2218,Hininga|NNP,Hininga,NNP
2219,naanod|VBTS,naanod,VBTS
2220,magwagi|VBW,magwagi,VBW
2221,ninakaw|VBTS,ninakaw,VBTS
2222,maaasahan|VBTF,maaasahan,VBTF
2223,pinapakita|VBTR,pinapakita,VBTR
2224,sitsirya|NNC,sitsirya,NNC
2225,?|PMQ,?,PMQ
2226,dinadala|VBTR,dinadala,VBTR
2227,tigre|NNC,tigre,NNC
2228,Iihi|JJD,Iihi,JJD
2229,Hugasan|NNP,Hugasan,NNP
2230,Ate|NNP,Ate,NNP
2231,balisang|VBOF_CCP,balisang,VBOF_CCP
2232,lumalawak|VBTR_VBAF,lumalawak,VBTR_VBAF
2233,malalaking|JJD_CCP,malalaking,JJD_CCP
2234,Tanggalin|VBOF,Tanggalin,VBOF
2235,upuan|NNC,upuan,NNC
2236,dinidilaan|VBTR,dinidilaan,VBTR
2237,talaga|RBT,talaga,RBT
2238,sayo|PRSP,sayo,PRSP
2239,tumango|VBAF,tumango,VBAF
2240,kung|CCR,kung,CCR
2241,alisto|JJD,alisto,JJD
2242,harap|NNC,harap,NNC
2243,makuha|VBW,makuha,VBW
2244,Angkop|NNP,Angkop,NNP
2245,panloloko|NNC,panloloko,NNC
2246,sumayaw|VBAF,sumayaw,VBAF
2247,paitaas|RBD,paitaas,RBD
2248,susundin|VBTF,susundin,VBTF
2249,Ilabas|VBOF,Ilabas,VBOF
2250,pugad|NNC,pugad,NNC
2251,nanaginip|VBTR,nanaginip,VBTR
2252,salamat|RBS,salamat,RBS
2253,pananim|NNC,pananim,NNC
2254,karakter|NNC,karakter,NNC
2255,in|NNP,in,NNP
2256,Uy|NNP,Uy,NNP
2257,mainip|VBW,mainip,VBW
2258,hahawakan|VBTF,hahawakan,VBTF
2259,Sinisilip|VBTR,Sinisilip,VBTR
2260,Bilang|CCT,Bilang,CCT
2261,ani|NNC,ani,NNC
2262,simbahan|NNC,simbahan,NNC
2263,Ma|NNC,Ma,NNC
2264,Sasama|VBTF,Sasama,VBTF
2265,batuan|NNC,batuan,NNC
2266,sobra|JJCS,sobra,JJCS
2267,Mamamangka|NNP,Mamamangka,NNP
2268,Pinaikot|VBOF,Pinaikot,VBOF
2269,barko|NNC,barko,NNC
2270,pababa|RBD,pababa,RBD
2271,mabilis|RBD,mabilis,RBD
2272,puntahan|VBOF,puntahan,VBOF
2273,tumabakbo|VBAF,tumabakbo,VBAF
2274,Huwag|RBF,Huwag,RBF
2275,dinala|VBTS,dinala,VBTS
2276,Magpahinga|VBW,Magpahinga,VBW
2277,sabon|NNC,sabon,NNC
2278,aray|FW,aray,FW
2279,nitong|PRO_CCP,nitong,PRO_CCP
2280,nararanasan|VBTR,nararanasan,VBTR
2281,batang|JJD_CCP,batang,JJD_CCP
2282,matatanda|NNC,matatanda,NNC
2283,nanghina|VBTS,nanghina,VBTS
2284,init|NNC,init,NNC
2285,malabasan|VBW,malabasan,VBW
2286,pagbalik|VBW,pagbalik,VBW
2287,tatawag|VBTF,tatawag,VBTF
2288,T|NNPA,T,NNPA
2289,pinakaitaas|JJCS_JJD,pinakaitaas,JJCS_JJD
2290,V|CDB,V,CDB
2291,kanta|NNC,kanta,NNC
2292,naiiyak|VBTR,naiiyak,VBTR
2293,uwi|NNCA,uwi,NNCA
2294,bukid|NNC,bukid,NNC
2295,mangyari|VBW,mangyari,VBW
2296,Malakas|JJD,Malakas,JJD
2297,malaki|JJD,malaki,JJD
2298,gusto|VBS,gusto,VBS
2299,Gawin|VBOF,Gawin,VBOF
2300,mabura|VBW,mabura,VBW
2301,humingi|VBAF,humingi,VBAF
2302,tsok|NNC,tsok,NNC
2303,magkaibigan|NNC,magkaibigan,NNC
2304,Well|FW,Well,FW
2305,nadaanan|VBTS,nadaanan,VBTS
2306,nasugatan|VBTS,nasugatan,VBTS
2307,lalaking|NNC_CCP,lalaking,NNC_CCP
2308,Resources|NNP,Resources,NNP
2309,katandaan|NNC,katandaan,NNC
2310,Po|NNP,Po,NNP
2311,iyon|PRO,iyon,PRO
2312,magtanong|VBW,magtanong,VBW
2313,Ako|PRS,Ako,PRS
2314,virus|FW,virus,FW
2315,lipat|FW,lipat,FW
2316,of|FW,of,FW
2317,Ibalik|VBOF,Ibalik,VBOF
2318,Setyembre|NNP,Setyembre,NNP
2319,likod|JJD,likod,JJD
2320,hugasan|VBOF,hugasan,VBOF
2321,pagkauhaw|NNC,pagkauhaw,NNC
2322,pinagkakaabalahan|VBTR_VBRF,pinagkakaabalahan,VBTR_VBRF
2323,Gabay|NNC,Gabay,NNC
2324,niya|PRS,niya,PRS
2325,lumitaw|VBAF,lumitaw,VBAF
2326,hawak|JJD,hawak,JJD
2327,(|PMS,(,PMS
2328,malakas|JJD,malakas,JJD
2329,hukay|NNC,hukay,NNC
2330,Pinasok|VBOF,Pinasok,VBOF
2331,30|CDB,30,CDB
2332,oyayi|NNC,oyayi,NNC
2333,bang|RBM,bang,RBM
2334,mula|RBW,mula,RBW
2335,drowing|FW,drowing,FW
2336,lubusang|RBD_CCP,lubusang,RBD_CCP
2337,ingat|NNC,ingat,NNC
2338,tag|FW,tag,FW
2339,gumuguhong|VBTR_VBAF_CCP,gumuguhong,VBTR_VBAF_CCP
2340,pinuntahan|VBOF,pinuntahan,VBOF
2341,Lani|NNP,Lani,NNP
2342,Dahil|CCR,Dahil,CCR
2343,mo|PRS,mo,PRS
2344,una|CDB,una,CDB
2345,iniuwi|VBTS,iniuwi,VBTS
2346,lumang|JJD_CCP,lumang,JJD_CCP
2347,iwan|VBOF,iwan,VBOF
2348,nakatatakot|JJD,nakatatakot,JJD
2349,maghuhukay|VBTF_VBAF,maghuhukay,VBTF_VBAF
2350,kinadidikitan|VBOF,kinadidikitan,VBOF
2351,Sige|NNP,Sige,NNP
2352,Ano|PRQ,Ano,PRQ
2353,nakapalibot|VBTS,nakapalibot,VBTS
2354,mabuting|JJD_CCP,mabuting,JJD_CCP
2355,pinakamasipag|JJCS_JJD,pinakamasipag,JJCS_JJD
2356,mukha|NNC,mukha,NNC
2357,Papa|NNP,Papa,NNP
2358,patay|NNC,patay,NNC
2359,Nagustuhan|VBTS,Nagustuhan,VBTS
2360,Naghihintay|VBTR,Naghihintay,VBTR
2361,Winawagayway|VBTR,Winawagayway,VBTR
2362,book|FW,book,FW
2363,pagbalik|NNC,pagbalik,NNC
2364,Sinabihan|VBTS,Sinabihan,VBTS
2365,umiyak|VBAF,umiyak,VBAF
2366,laban|NNC,laban,NNC
2367,Ping|NNC,Ping,NNC
2368,donut|NNC,donut,NNC
2369,Muntik|JJD,Muntik,JJD
2370,singko|NNC,singko,NNC
2371,tinadtad|VBOF,tinadtad,VBOF
2372,Iyan|NNC,Iyan,NNC
2373,ice|FW,ice,FW
2374,ha|NNCA,ha,NNCA
2375,balde|JJD,balde,JJD
2376,pagputol|NNC,pagputol,NNC
2377,Langoy|NNP,Langoy,NNP
2378,pinto|NNC,pinto,NNC
2379,Sasagot|JJD,Sasagot,JJD
2380,balik|NNC,balik,NNC
2381,bitag|NNC,bitag,NNC
2382,maghihintay|VBTF,maghihintay,VBTF
2383,gagamitin|VBTF,gagamitin,VBTF
2384,gabayan|VBOF,gabayan,VBOF
2385,malay|NNC,malay,NNC
2386,Hmmm|FW,Hmmm,FW
2387,Napisa|NNP,Napisa,NNP
2388,sabihin|VBOF,sabihin,VBOF
2389,8|CDB,8,CDB
2390,ayon|RBR,ayon,RBR
2391,paghihintay|NNC,paghihintay,NNC
2392,Bakunawa|NNP,Bakunawa,NNP
2393,Ha|NNCA,Ha,NNCA
2394,nagising|VBTS,nagising,VBTS
2395,malungkot|JJD,malungkot,JJD
2396,Nawalan|VBTS,Nawalan,VBTS
2397,binabad|VBOF,binabad,VBOF
2398,anyaya|NNC,anyaya,NNC
2399,paalis|JJD,paalis,JJD
2400,Karamiha|NNP,Karamiha,NNP
2401,-19|CDB,-19,CDB
2402,nakatingin|RBD,nakatingin,RBD
2403,ibinebenta|VBTR,ibinebenta,VBTR
2404,ganito|PRC,ganito,PRC
2405,Nagpahangin|VBTS,Nagpahangin,VBTS
2406,Biyernes|NNP,Biyernes,NNP
2407,tuwing|RBW,tuwing,RBW
2408,nabiglang|RBD_CCP,nabiglang,RBD_CCP
2409,buong|PRI_CCP,buong,PRI_CCP
2410,Palumban|NNP,Palumban,NNP
2411,Tatay|NNC,Tatay,NNC
2412,uumpisa|NNC,uumpisa,NNC
2413,alok|NNC,alok,NNC
2414,pikadilyong|NNC_CCP,pikadilyong,NNC_CCP
2415,Sumosobra|JJCS,Sumosobra,JJCS
2416,Filipino|NNP,Filipino,NNP
2417,nakita|VBTS,nakita,VBTS
2418,Kamayanan|NNC,Kamayanan,NNC
2419,mayroon|VBH,mayroon,VBH
2420,Diyos|NNP,Diyos,NNP
2421,lalaki|NNC,lalaki,NNC
2422,daw|RBI,daw,RBI
2423,pinsan|NNC,pinsan,NNC
2424,Opo|NNC,Opo,NNC
2425,hamog|NNC,hamog,NNC
2426,plato|NNC,plato,NNC
2427,Tiyo|NNP,Tiyo,NNP
2428,puwedeng|RBT_CCP,puwedeng,RBT_CCP
2429,bumaba|VBAF,bumaba,VBAF
2430,Ben|NNP,Ben,NNP
2431,dinilig|VBTS,dinilig,VBTS
2432,ginawa|VBOF,ginawa,VBOF
2433,Pagpasok|NNC,Pagpasok,NNC
2434,Anopol|NNP,Anopol,NNP
2435,Attribution|NNP,Attribution,NNP
2436,nanonood|VBTR,nanonood,VBTR
2437,isdang|NNC_CCP,isdang,NNC_CCP
2438,Education|NNP,Education,NNP
2439,Nabitawan|VBTS,Nabitawan,VBTS
2440,nakangiti|JJD,nakangiti,JJD
2441,g|NNCA,g,NNCA
2442,nakuha|VBTS,nakuha,VBTS
2443,eskwelahan|NNC,eskwelahan,NNC
2444,mistulang|RBM,mistulang,RBM
2445,tumahimik|VBAF,tumahimik,VBAF
2446,Wooosh|NNP,Wooosh,NNP
2447,maghanap|VBW,maghanap,VBW
2448,pagtulong|NNC,pagtulong,NNC
2449,ikonekta|VBOF,ikonekta,VBOF
2450,Magkakaibigan|VBTF,Magkakaibigan,VBTF
2451,malanta|VBW,malanta,VBW
2452,Si|DTP,Si,DTP
2453,Pupunta|VBTF,Pupunta,VBTF
2454,mabili|VBW,mabili,VBW
2455,Pauwi|NNP,Pauwi,NNP
2456,multong|NNC_CCP,multong,NNC_CCP
2457,maliksing|JJD_CCP,maliksing,JJD_CCP
2458,o|CCT,o,CCT
2459,Umang|NNP,Umang,NNP
2460,bulsa|NNC,bulsa,NNC
2461,huwag|RBF,huwag,RBF
2462,Nag|NNP,Nag,NNP
2463,kundi|CCT,kundi,CCT
2464,Masaya|NNP,Masaya,NNP
2465,yata|RBM,yata,RBM
2466,lumalagabog|VBTR_VBAF,lumalagabog,VBTR_VBAF
2467,tuluyan|RBD,tuluyan,RBD
2468,Itali|NNP,Itali,NNP
2469,liwanang|NNC_CCP,liwanang,NNC_CCP
2470,Lumangoy|VBAF,Lumangoy,VBAF
2471,pato|NNC,pato,NNC
2472,pwedeng|RBT_CCP,pwedeng,RBT_CCP
2473,TAF|NNPA,TAF,NNPA
2474,Magaan|JJD,Magaan,JJD
2475,Napakalas|NNP,Napakalas,NNP
2476,madami|PRI,madami,PRI
2477,Kinusot|NNP,Kinusot,NNP
2478,salamin|NNC,salamin,NNC
2479,binucao|FW,binucao,FW
2480,matulin|JJD,matulin,JJD
2481,upo|NNC,upo,NNC
2482,daan|NNC,daan,NNC
2483,Nawawalan|VBTR,Nawawalan,VBTR
2484,aking|PRSP_CCP,aking,PRSP_CCP
2485,pareho|JJC,pareho,JJC
2486,Paborito|RBD,Paborito,RBD
2487,Sssss|NNP,Sssss,NNP
2488,Hinila|VBOF,Hinila,VBOF
2489,kaibigan|NNC,kaibigan,NNC
2490,karatig|JJD,karatig,JJD
2491,Ididikit|VBOF,Ididikit,VBOF
2492,kuwarto|NNC,kuwarto,NNC
2493,Kawawa|JJD,Kawawa,JJD
2494,papa|NNC,papa,NNC
2495,ba|RBI,ba,RBI
2496,Lumulundag|VBTR,Lumulundag,VBTR
2497,Kinain|VBOF,Kinain,VBOF
2498,inilagay|VBOF,inilagay,VBOF
2499,Kung|CCR,Kung,CCR
2500,)|PMS,),PMS
2501,tuka|NNC,tuka,NNC
2502,pandemic|FW,pandemic,FW
2503,Lahat|PRI,Lahat,PRI
2504,unting|FW,unting,FW
2505,gagawing|VBTF_CCP,gagawing,VBTF_CCP
2506,Nanay|NNC,Nanay,NNC
2507,magkapatid|NNC,magkapatid,NNC
2508,maayos|JJD,maayos,JJD
2509,liksi|FW,liksi,FW
2510,0|CDB,0,CDB
2511,mabunggo|JJD,mabunggo,JJD
2512,gate|FW,gate,FW
2513,bati|VBS,bati,VBS
2514,sandali|RBW,sandali,RBW
2515,huni|NNC,huni,NNC
2516,garapon|NNC,garapon,NNC
2517,rito|PRL,rito,PRL
2518,pasamahin|VBOF,pasamahin,VBOF
2519,sarili|NNC,sarili,NNC
2520,Ginulat|VBTS,Ginulat,VBTS
2521,kapag|RBK,kapag,RBK
2522,ibabalik|VBTF,ibabalik,VBTF
2523,mamatay|VBW,mamatay,VBW
2524,abutan|VBOF,abutan,VBOF
2525,matulungan|VBW,matulungan,VBW
2526,sakit|NNC,sakit,NNC
2527,Iyan|PRS,Iyan,PRS
2528,Kamayanan|NNP,Kamayanan,NNP
2529,bahay|NNC,bahay,NNC
2530,kayo|PRP,kayo,PRP
2531,galit|NNC,galit,NNC
2532,Niloko|NNP,Niloko,NNP
2533,Olin|NNP,Olin,NNP
2534,Hinahagis|NNP,Hinahagis,NNP
2535,nakatingala|VBTS,nakatingala,VBTS
2536,+|PMS,+,PMS
2537,tabing|FW,tabing,FW
2538,Nakasandal|RBD,Nakasandal,RBD
2539,ama|NNC,ama,NNC
2540,maghahanap|VBTF_VBAF,maghahanap,VBTF_VBAF
2541,Tumawag|VBAF,Tumawag,VBAF
2542,lumaki|VBAF,lumaki,VBAF
2543,bumangon|VBAF,bumangon,VBAF
2544,magaganda|JJD,magaganda,JJD
2545,Dali|JJD,Dali,JJD
2546,kinagat|VBOF,kinagat,VBOF
2547,isang|PRI_CCP,isang,PRI_CCP
2548,pahilaga|JJD,pahilaga,JJD
