,topics
76425,Adviyeh
76426,Maikling kuwento
76427,Tabernakulo
76428,Antasido
76429,Paola Del Medico
76430,Republika ng Venezia
76431,Gawaing pangsanay ng katawan
76432,Layon
76433,Martian Successor Nadesico
76434,Paghuhubog ng katawan
76435,Cebu Technological University
76436,Suwesya
76437,Beterinaryo
76438,Manok
76439,Botticino
76440,Diperensiya ng alanganing pagkatao
76441,Pinoy Pop Superstar
76442,Necho II
76443,Mustela putorius furo
76444,Pamantasang Gat Andres Bonifacio
76445,Mga comune ng Lalawigan ng Naples
76446,Dalubwika
76447,American Medical Association
76448,Gemini
76449,Piyer
76450,Taqiyya
76451,Kolehiyo Medio Oeste Marinduque
76452,Pangarap
76453,Pastoral na liham
76454,Pamutat
76455,Abaka
76456,Kabite
76457,Pagtanda
76458,Pagkamakabayan
76459,Zeno
76460,Transeksuwalismo
76461,Ryuya Fukushima
76462,Kabul
76463,Kagitingan
76464,Taoismo
76465,Hadlika
76466,Kasaysayan ng sayaw
76467,Kakuichi Mimura
76468,Nottingham
76469,Kaluban
76470,Heolohiya
76471,Vicente Rama
76472,Utang
76473,Miguel VIII Paleologo
76474,Risky Safety
76475,Tina Turner
76476,Tarik Oulida
76477,Pagliliwaliw
76478,Pablo ng Krus
76479,Hsekiu
76480,Tulipan
76481,Sarah Bernhardt
76482,Doku
76483,Heometriyang pangsolido
76484,Nanyang Technological University
76485,Yagyu Ichizoku no Inbo
76486,Pagbubuhos ng tubig
76487,Lamad na aritenoyd
76488,Pinto
76489,Pambansang Liwasan ng Minalungao
76490,Clark Air Base
76491,Louis XIV ng Pransiya
76492,Kristen Johnston
76493,Tayong Dalawa
76494,Irog
76495,Kashira
76496,Talaan ng mga relihiyosong kasulatan
76497,Mga Habanes
76498,Terorismo
76499,Bulubunduking Rocky
76500,Adiksiyon
76501,Cajica
76502,Anabelle Rama
76503,Lilia Eloisa Andanar
76504,Kanal ni San Jorge
76505,University of Brighton
76506,Pamamanhikan
76507,Next Eleven
76508,Pangunahing bilang
76509,Wikang Ngambay
76510,Katodong sinag
76511,Areola
76512,Atanasio
76513,Gualtieri Sicamino
76514,Lee Kang Yi
76515,Adiksiyon
76516,Kolehiyo Mountain View
76517,Unibersidad ng Algiers
76518,Thebes
76519,Lipunan
76520,Rakitis
76521,Pagkapirmi
76522,Bungkos ng mga bulaklak
76523,Robin Hood
76524,Daang Amparo Heights
76525,Koketris
76526,Kasambahay
76527,Hungary
76528,Lungsod ng Zagreb
76529,Hugis ng katawang pambabae
76530,Herpetolohiya
76531,Piazza al Serchio
76532,Berkelyo
76533,Sirko
76534,Nationwide Series
76535,Isao Takeno
76536,Carl Friedrich Gauss
76537,Estados Unidos
76538,Emperador Kogen
76539,Makahiya
76540,Hiparco
76541,Januarius
76542,Stained Glass
76543,Ibon
76544,Timog Korea
76545,Saladin
76546,Orkestra
76547,Sayaw na pambulwagan
76548,Kagandahan
76549,Juan Arrechederra
76550,Pagpako sa krus
76551,Kiskisan
76552,Kasangkapang pangkasarian
76553,Ephraim McDowell
76554,Apostol Pablo
76555,Hiroki Sakai
76556,Silver Nina
76557,Ugnayang pandaigdigan
76558,Tsitserya
76559,Sumerya
76560,Suleiman I
76561,Dasal
76562,Argusto
76563,George Zhang
76564,Lagnaw
76565,Makinang panahi
76566,Prunus japonica
76567,Pagbuburo
76568,Salaming pampalaki
76569,Shinya Awatari
76570,Mga comune ng Lalawigan ng Naples
76571,Rita Hayworth
76572,Naoki Soma
76573,Gloria Macapagal Arroyo
76574,Kalihim ng Estado ng Estados Unidos
76575,Luisse Belle Pressman
76576,Neferhotep I
76577,Natsu no Himitsu
76578,Pangkukulam
76579,Isdantuko
76580,Sake
76581,Sanggunian
76582,Ligiran
76583,N
76584,Seksuwal na pagpili
76585,Pasubali
76586,Istarbasyon
76587,Pananahi
76588,Biskwit
76589,Yamagata
76590,Mga comune ng Ain
76591,Tanauan
76592,Panghalina
76593,Buod
76594,Daang Domestiko
76595,Teleponong selular
76596,Aswang
76597,Jiggy Manicad
76598,Baqubah
76599,Happy Together
76600,Biancavilla
76601,Eskito
76602,Efren Sarte
76603,Pormulang kemikal
76604,Kazuya Iio
76605,Nepotismo
76606,Gamot na pampamanhid
76607,Castiglione di Sicilia
76608,Kolehiyo San Bridget
76609,Louis XIV ng Pransiya
76610,Harlekin
76611,Katakawan
76612,Talaan ng mga pangyayari sa kasaysayan ng Pilipinas
76613,Douglas MacArthur
76614,Deportivo Alaves
76615,Futari wa Pretty Cure
76616,Victoria ng Nagkakaisang Kaharian
76617,Katig
76618,Pangalan
76619,Deklarasyon sa Bangkok
76620,Ekonomiyang pandaigdigan
76621,Alpabetong Tagbanwa
76622,Saharsa
76623,Agham na panghukbong pangdagat
76624,Mga comune ng Ain
76625,Alpabeto
76626,Limpa
76627,UNESCO
76628,Nina Kodaka
76629,Agham na pangmilitar
76630,Katarungan
76631,Seismograpo
76632,Borgo Ticino
76633,Sonnets from the Portuguese
76634,Adolfo Lopez Mateos
76635,Suwisa
76636,California
76637,Serenata
76638,Robert Boyle
76639,Suleiman I
76640,Angola
76641,Horchata
76642,Inhinyeriyang pampetrolyo
76643,Buklod
76644,Pakikipagtalik sa pamamagitan ng bibig
76645,Philippine Idol
76646,Elizabeth Alvarez
76647,Israel
76648,Bertrand Russell
76649,Pilipisan
76650,Ibong salta
76651,Pulo ng Norfolk
76652,Tishre
76653,Damit pambasa
76654,Lumbatan
76655,Lamig
76656,Torta
76657,Mekanika
76658,Yamoussoukro
76659,Khawarij
76660,Pagdedentista
76661,Bitak na pampitso
76662,Bernardo Fernandes da Silva
76663,Terralba
76664,Arko ni Noe
76665,Pagkalalaki
76666,Tetsuko no Tabi
76667,Bulwagang tanggapan
76668,Kagandahan
76669,Gryazovets
76670,Pangunahing kaaway
76671,San Genesio ed Uniti
76672,Simbolong pangkimika
76673,Juliana ng Norwich
76674,Long Mejia
76675,Asyang Latino
76676,Paningin
76677,Chichay
76678,Paniki
76679,Arkeya
76680,Macau
76681,Kasangkapan
76682,Stalker Sasou Onna
76683,Cossogno
76684,Pagpapasuso
76685,Kombustiyon
76686,Bulgogi
76687,Masaharu Homma
76688,Pagkababae
76689,Hanami
76690,Kakawate
76691,Buhay na walang asawa
76692,Walter Persegati
76693,Venezuela
76694,Pagsasanay
76695,Ikalawang deribatibo
76696,Tiberius
76697,Ricky Hatton
76698,Matematika
76699,Yomeiro Choice
76700,Second Chance
76701,Dumagat
76702,Jose Bengzon
76703,Biyolohiya
76704,First Girl
76705,Jimi Hendrix
76706,Estonia
76707,Halaman
76708,Tainga
76709,Herpailurus yagouaroundi
76710,Streptomyces galtieri
76711,Prem Tinsulanonda
76712,Romance Hunter
76713,Pook na rural
76714,Zapadnaya Dvina
76715,Unibersidad ng Swansea
76716,Traysikel
76717,Eslobenya
76718,Araling pangkultura
76719,Patrick dela Rosa
76720,Ayumi Niekawa
76721,Kotaro Kawasato
76722,Kernel
76723,Acholeplasmataceae
76724,Habilog
76725,Foolish Princes
76726,Panseksuwalidad
76727,Macau
76728,Aira Bermudez
76729,Tsinong Han
76730,Pangunahing kaaway
76731,Deuteronomio
76732,Pormulang kemikal
76733,Kapatid
76734,Panunukso
76735,Badoc
76736,Conflenti
76737,Pagpapahalaga sa sarili
76738,Magkapatid na Montgolfier
76739,Iti
76740,John Alcock
76741,Alkohol
76742,Mikroorganismo
76743,Balkan
76744,I Am Happy
76745,Vic Andaya
76746,Waiting in the Summer
76747,Dekoksyon
76748,Jerry Trenas
76749,Kontaminasyon
76750,Shota Kanno
76751,Noviglio
76752,Damdamin
76753,Fuwa
76754,Bulebar Aurora
76755,Campitello di Fassa
76756,Florida
76757,Agham pampolitika
76758,Sherilyn Reyes
76759,Enrique Gil
76760,Paringhitis na istreptokokal
76761,Kapasitor
76762,Manabu Nakamura
76763,Love Is Like a Hurricane
76764,Cormano
76765,Tapir
76766,Kasal
76767,Talaan ng mga kabiserang prepektural sa Hapon
76768,Bukang Liwayway
76769,Wikang Selayar
76770,Pinamarhan
76771,Yosuke Ikehata
76772,Hainismo
76773,Pamangkin
76774,Pamamaywang
76775,Kota Sugiyama
76776,Takumi Motohashi
76777,Onan
76778,Samoa
76779,Antas ng interes
76780,Xavier Massimi
76781,Trunk
76782,Junki Mawatari
76783,Pentaquark
76784,Liborina
76785,Electric potential
76786,Abenida Crisanto Mendoza de los Reyes
76787,Yuki Omoto
76788,Stegosauria
76789,Republika ng Congo
76790,Mga Pilipino
76791,Greggy Liwag
76792,Muling pagkabuhay
76793,Sining panlaban ng Pilipinas
76794,Endokrinolohiya
76795,Koliseo
76796,Johan Strauss II
76797,Palabaybayan ng Filipino
76798,Kapuluan ng Tres Reyes
76799,G Liner
76800,Panutsa
76801,Papa Melquiades
76802,Jogo Duplo
76803,Raki Suta Moe Doriru
76804,Kabundukan ng Zambales
76805,Pamimili
76806,Yemen
76807,Pete Best
76808,Lalawigan ng Monza at Brianza
76809,Ponzano di Fermo
76810,Danica Patrick
76811,Hyoka
76812,Pagsubo sa ari ng lalaki
76813,Pagpapahayag ng Kalayaan ng Pilipinas
76814,Ungguwento
76815,Togo
76816,Manikang Matryoshka
76817,Astrobiyolohiya
76818,Kabayanihan
76819,Sirac
76820,Damekko Doubutsu
76821,Angkop na pangangatawan
76822,Badoc
76823,Turner Network Television
76824,Veerapunayunipalle
76825,Katalik
76826,Elle Fanning
76827,Mga comune ng Lalawigan ng Bergamo
76828,Pandarayuhan
76829,Panseksuwalidad
76830,Wikang Sumeryo
76831,Socotra
76832,Tangway ng Iberia
76833,Kamison
76834,Mikroekonomiya
76835,King Geunchogo
76836,Komboy
76837,Albanya
76838,Manikang pantalik
76839,Poot
76840,Jose Rizal
76841,Kasaysayan
76842,Olmek
76843,Cezar Washington Alves Portela
76844,Shusuke Shimada
76845,Narcissu
76846,Ronald Corveau
76847,Meteorolohiya
76848,Musang Beosyo
76849,Pagkukulay sa litrato
76850,Wikang Penange
76851,Tallin
76852,Erning Giron
76853,Loreto Ocampos
76854,Kalakhang Cagayan de Oro
76855,Maria Eugenia Llamas
76856,Conrado Estrella III
76857,Pamantasang Arellano
76858,Lawa ng Baikal
76859,Simbahan ni Haring Charles na Martir
76860,Land of the Blindfolded
76861,Pagpupuno at pangangailangan
76862,Simbolong pangkimika
76863,Wikang Koreano
76864,Leo Szilard
76865,Nakatayong bato
76866,Dragon Ball GT
76867,Cavriana
76868,Karl Weigert
76869,Wikipediang Atsehenes
76870,Pagmamana ng katangian
76871,Pambansang utang
76872,Araling Amerikano
76873,Diktadura
76874,Pook na urbano
76875,Araling pangkultura
76876,Relatibidad
76877,Franken Fran
76878,Linyang Kawagoe
76879,Rehiyong pseudoautosomal
76880,Kumi Yokoyama
76881,Nayade
76882,Ekolohiya
76883,Sinigang
76884,Pagbutas sa bungo
76885,Daesung
76886,Dazai Osamu Monogatari
76887,Hugis ng katawang pambabae
76888,Kalo
76889,Ekonomika ng paggawa
76890,Pansamantalang kalagayan
76891,Bahay ng prostitusyon
76892,Pandaigdigang mga Gideon
76893,James II ng Inglatera
76894,Sulat ni Hudas
76895,Monale
76896,Korina Sanchez
76897,Ginintuang patakaran
76898,Christiaan Eijkman
76899,Atanasio
76900,Papa Juan Pablo II
76901,Invisible
76902,Zarugumilli
76903,Pamumukaw ng suso
76904,Cercopithecidae
76905,As Time Goes By
76906,Dina de Marco
76907,Polder
76908,Vaginal photoplethysmography
76909,Emma Watson
76910,Akihiro Yoshida
76911,Distrito ng Yardymli
76912,Goong
76913,Simbahan
76914,Netherlands Antilles
76915,Tezze sul Brenta
76916,We Three Kings
76917,Panahon ng Bakal
76918,DZMM
76919,Estasyon ng Himpilang Sentral ng LRT
76920,Rebolusyong Industriyal
76921,Auditorium ng Tenerife
76922,Panliligaw
76923,Makoto Okazaki
76924,Tinginan
76925,Eduardo Luna
76926,Bagong Corella
76927,Mamiko Ikeda
76928,Duffy the Disney Bear
76929,Theodosius I
76930,Nakatayong bato
76931,Sikolingguwistika
76932,Kapatid
76933,Orakulo
76934,Noli Me Tangere
76935,Aprikanong Amerikano
76936,Maria Faustina Kowalska
76937,Ehersisyong pangkatawan
76938,Europeong pananakop ng Kaamerikahan
76939,Siyamak Mosaddegh
76940,Yasunari Hiraoka
76941,Kursk
76942,Gumamela
76943,Magangue
76944,David Adventurado
76945,Pagtatalik na may laan
76946,Madagascar
76947,Roscoe Brown
76948,Panitikang Kanadyano
76949,Sinsharishkun
76950,Simbahan ng Silangan
76951,Zheng An Lun
76952,Hukom
76953,Panghihilab sa apdo
76954,Palasyo ng Malakanyang
76955,Oreamnos americanus
76956,Dalubhasaang Chiang Kai Shek
76957,Pandarayuhan
76958,Red Mobile
76959,Abkhazia
76960,Ursus maritimus
76961,Ito Hirobumi
76962,Mga Ebreo
76963,VietJet Air
76964,Otoyomegatari
76965,Tsaketang pamigil
76966,Deaf Evangelistic Alliance Foundation
76967,Nyokei Kazoku
76968,Publikano
76969,Pagpako sa krus
76970,Pulot
76971,Isaac Barrow
76972,Eskandiyo
76973,Kalangay
76974,Suwesya
76975,Federal University of Bahia
76976,Katad
76977,Ibong labuyo
76978,Ekwasyong diperensiyal
76979,Aruba
76980,Kolehiyo Medio Oeste Marinduque
76981,Walter Persegati
76982,Lorenzo Teves
76983,Butong orakulo
76984,Karabela
76985,Shinjuku no Haha Monogatari
76986,Halaya
76987,Konstruksiyon
76988,Wikang Ingles
76989,Talaan ng mga lungsod sa Iraq
76990,Tengoku ni Ichiban Chikai Otoko
76991,Cybersex
76992,Wikang Hakaona
76993,Bulubundukin ng Ural
76994,Lungsod ng Zamboanga
76995,Nakunan
76996,Dalubhasaan ng Divine Word
76997,Fushigi no Umi no Nadia
76998,San Juan Ribera
76999,John Alcock
77000,Kalamnang aduktor ng balakang
77001,Mga Tiruray
77002,Shinya Kawashima
77003,John Paul Escobal
77004,Grasya
77005,Baggao
77006,Rosmarinus officinalis
77007,Panandaliang ugnayang pampagtatalik
77008,Kalye Pioneer
77009,Miwa Yonetsu
77010,William Harrison Ainsworth
77011,Argonota
77012,Issogne
77013,Ambaguio
77014,Pananakit ng bayag
77015,Yukiji Asaoka
77016,Kapatid
77017,Makroekonomiya
77018,Johan Strauss II
77019,Koji Wada
77020,Uod ng aklat
77021,Sugal
77022,Londinium
77023,Bigatin Challenge
77024,Kalye Tomas Claudio
77025,Monopolistikong kompetensiya
77026,Bituka
77027,Unyong Sobyet
77028,Howard Hughes
77029,Lungsod ng Quebec
77030,Pagpapala
77031,Pugad
77032,Takuya Mikami
77033,Apalit
77034,Arkeolohiya
77035,Dagat Karibe
77036,Kanaryo
77037,Pundamental na lapya
77038,Sistemang somatosensoryo
77039,Mariano Comense
77040,Hidwaang Sabah
77041,Panggagamot
77042,Antonio Bacaltos
77043,Unibersidad ng Grenoble
77044,Kultura ng Pilipinas
77045,Shibatora
77046,Subteraneo ng Londres
77047,Regla
77048,Newfoundland at Labrador
77049,Greg Siebel
77050,Ivan IV ng Rusya
77051,Nation Broadcasting Corporation
77052,Seresang namumulaklak
77053,Fernando de Magallanes
77054,Zhong Xin Ling
77055,Pagitan ng dalawang mga suso
77056,Hunyango
77057,Paaralan ni Santa Maria
77058,Pamantasang Brown
77059,Paperback
77060,Simbang Gabi
77061,Katalik
77062,Takeaki Harigaya
77063,Saplad ng Aswan
77064,Lalawigan ng Venezia
77065,Vetranio
77066,Armando Araneta
77067,Nagpur
77068,Kagat ng alakdan
77069,Atila ang Hun
77070,Priolo Gargallo
77071,Konduktor ng musika
77072,Pampublikong pangangasiwa
77073,Divergence Eve
77074,Enrique Ostrea
77075,Van Eyck
77076,Fiqh
77077,Malus
77078,Dictionary of American English
77079,Pagdadaliri
77080,Girasyon
77081,Modernong ebolusyonaryong sintesis
77082,Kanlurang Linya ng Rikuu
77083,Milos Zeman
77084,Lutuing Pilipino
77085,Bingit
77086,Ella Chen
77087,Panitikang Irlandes
77088,Juliana ng Norwich
77089,Bitsuwelas
77090,Oseanograpiya
77091,Divilacan
77092,Pilosopiya ng isipan
77093,Dermatitis
77094,Dagat Lupanlunti
77095,Ugpungang pambalakang
77096,Kultura ng Iran
77097,Milong lunti
77098,Mama wa Mukashi Papa datta
77099,The Voice of the Philippines
77100,Bagnone
77101,Arpia
77102,Pagpaparami
77103,Lungsod ng Londres
77104,Neptali Gonzales
77105,Mga Hudyo
77106,Simbang Gabi
77107,Julio Cesar
77108,Ingay
77109,Lalawigan
77110,Tagapanood
77111,Lagari
77112,Satiro
77113,Kalyazin
77114,Rochelle Ong
77115,Chuchi
77116,Devadasy
77117,Propesiya
77118,Les Miserables
77119,Inhenyeriya
77120,Johann Wilhelm Hittorf
77121,Tangway ng Arabia
77122,Kasli
77123,Mga milagrosong kapanganakan
77124,Wikang Azha
77125,Akrotiri at Dhekelia
77126,Galliformes
77127,Wikang Mfumte
77128,Kalabasa
77129,Sigla
77130,Dan Fernando
77131,San Tomas
77132,Hidrokarburo
77133,Yugoslavia
77134,Talaan ng mga gantimpala ni Thalia
77135,Pagsisiyam
77136,Leksikograpiya
77137,Kapatid
77138,Occidental Mindoro State College
77139,Ryota Sakata
77140,Basyo
77141,Argon
77142,Bansang umuunlad
77143,Cicero
77144,Sanchez Mira
77145,Operasyong Overlord
77146,Aeson
77147,Jackie Belmonte
77148,Kamatayan
77149,Angkop na pangangatawan
77150,Ikalabingsiyam na dinastiya ng Ehipto
77151,Misyong diplomatiko
77152,Atrophic vaginitis
77153,Talata
77154,Magical Princess Minky Momo
77155,Kwaternaryo
77156,Sumomomo Momomo
77157,Suntok
77158,Kasaysayan ng Roma
77159,Arinola
77160,Kamaron rebosado
77161,Jurassic
77162,Mga comune ng Lalawigan ng Bergamo
77163,Hannibal Lecter
77164,Lance Onate
77165,Andy Warhol
77166,Blackbird
77167,Safed
77168,Kita
77169,Mayon Records
77170,Anime Expo
77171,Musikang hip hop
77172,Ai to Makoto
77173,Tinggil
77174,Isabel Santos
77175,Pogliano Milanese
77176,Nissoria
77177,Wikang Biyetnames
77178,Wikang Mang
77179,Yen Galagnara
77180,Tatsuya Shiji
77181,Sistemang sirkulatoryo
77182,Wikang Paya
77183,Marciano Pineda
77184,Manny Pacquiao
77185,Balakang
77186,Hiroyuki Takasaki
77187,Pisikang pangmatematika
77188,Lumad
77189,Watashitachi no Kyokasho
77190,Mga Plebo
77191,Ulo ng titi
77192,Zinasco
77193,Carmencita mia
77194,Clam
77195,Umar
77196,Sukatang Scoville
77197,Unibersidad ng Freiburg
77198,Alemanni
77199,Seksuwal na pagpili
77200,Karagatang Indiyano
77201,Keitai Deka Zenigata Mai
77202,Eksoptalmikong bosyo
77203,Aklat ng mga Hari
77204,The Knight in the Area
77205,Halik na Pranses
77206,Igor Sikorsky Kyiv Polytechnic Institute
77207,Jixi
77208,Church of England
77209,Saligang batas
77210,Himagsikang Ruso
77211,Musikang hip hop
77212,Jan van Eyck
77213,Grae Fernandez
77214,Dolyar ng Estados Unidos
77215,Shaun Livingston
77216,Colonnella
77217,Pangangasiwa ng mga liwasan at mga pook na libangan
77218,Yuki Nogami
77219,Antilope
77220,Kalayaang sibil
77221,Kambabalo
77222,Pinsan
77223,Korban
77224,Peter Ilyich Tchaikovsky
77225,Tungki
77226,Tangke
77227,Likas na pagkatao
77228,Liwayway
77229,Binan
77230,Satoru Hoshino
77231,Persa
77232,Pampaningning
77233,Paringhitis na istreptokokal
77234,Pinta
77235,Juan Bosco
77236,Bagyong Santi
77237,Paninigas at pagtayo ng titi
77238,Pangangalagang pangkalusugan
77239,Bitak na pampitso
77240,Desiderius Erasmus
77241,Ganansya
77242,Mineralohiya
77243,Awtoritarismo
77244,Gabriela del Valle
77245,Pampublikong pangangasiwa
77246,Salungat na interes
77247,Sheshonk I
77248,Kasuwapangan
77249,Binga
77250,Kamen Rider Spirits
77251,Eros
77252,Manggugupit
77253,Labanos
77254,Dje
77255,Bago ang kasaysayan
77256,Capadocia
77257,Ang Pastol ni Hermas
77258,Pamantasang Estatal ng Katimugang Luzon
77259,Wikang Bonerate
77260,Duke Ellington
77261,Kremang pansipilyo
77262,Gundam Evolve
77263,Maso
77264,Maskulinidad
77265,Pampurga
77266,Pamahalaang Militar ng Hapon
77267,Undas
77268,Kim Junsu
77269,Ramesses IV
77270,After Image
77271,Paggamit ng wikang pambansa
77272,Pormulang kemikal
77273,Meng Jia
77274,Gitnang Kapanahunan
77275,Belarus
77276,Barnaul
77277,Ang Babae ng Buong Mundo
77278,Dwight Kampitan
77279,Likas na pagpili
77280,Atenas
77281,Supragano
77282,Compsognathidae
77283,Carlos Maria de la Torre
77284,Mark Bautista
77285,Bonifacio Isidro
77286,Pananahi
77287,Bakunang MMRV
77288,Nobelang magaan
77289,Daegu
77290,Yn
77291,Microsuperman
77292,Vintar
77293,Ugat na pandugo
77294,Noruwega
77295,Harmoniya
77296,Tarusa
77297,Sosyolohiyang rural
77298,Maria Cristina
77299,Yen ng Hapon
77300,Pamitpit
77301,William Westmoreland
77302,Emperador
77303,Humus
77304,Anyo ng katawang pantao
77305,Pulmonya
77306,Mga Kolehiyong Lady of Lourdes
77307,Biyoinhenyeriya
77308,Paglilibang
77309,Mga comune ng Lalawigan ng Salerno
77310,Alpabetong Lao
77311,Papa Pio XII
77312,Lana
77313,Roberto I ng Normandiya
77314,Antropolohiyang pangkultura
77315,Kodigo ng makina
77316,Cotton
77317,Bakterya
77318,Panghalina
77319,Seksuwal na nilalang
77320,Sun Hee and Jin Hee
77321,Arnold Sommerfeld
77322,Zhang Ruo Zhen
77323,Tilasino
77324,Pagkamalikhain
77325,Paliligo
77326,Listahan ng mga lutuing Pilipino
77327,Kapampangan
77328,Lungsod ng Venice
77329,Edukasyong pangmusika
77330,Unibersidad ng East Anglia
77331,Kanonisasyon
77332,Andre Derain
77333,Musikang sinauna
77334,Angelika de la Cruz
77335,Kirakira Kenshui
77336,Hawak Ko Ang Langit
77337,Lansangan
77338,Haile Selassie I ng Etiyopiya
77339,Beijing
77340,Biyospero
77341,Cisliano
77342,Barbados
77343,Baressa
77344,Roberto Blandon
77345,Pagpipiket
77346,Black hole
77347,Pasmadong leeg
77348,Wika ng katawan
77349,Unibersidad ng Vermont
77350,Surian ng Lipunang Asyano
77351,Kitamura Toyoharu
77352,Makoto Ogawa
77353,Akademya ng Pambansang Pulisya ng Pilipinas
77354,Cernobbio
77355,Paglalakbay
77356,Palasurian
77357,Vecchiano
77358,Epikureismo
77359,Estado ng Estados Unidos
77360,Kalendaryong Gregoryano
77361,Tickety Toc
77362,Sendai
77363,Pamantasang Inha
77364,Juana Jugan
77365,Biyokimika
77366,Eudicots
77367,Sabellianismo
77368,Interaksiyong mahina
77369,Halakha
77370,Mga comune ng Ain
77371,Nikola Asceric
77372,Espongha
77373,Gosaldo
77374,Pambansang utang
77375,Sampling
77376,Panganganak
77377,Sistema ng tugmaang pampook
77378,Pagtatalik
77379,Damasco
77380,Washington Luiz Pereira dos Santos
77381,Awit ng mga Awit
77382,Zimbabwe
77383,Ana Roces
77384,Casalciprano
77385,Ngiti
77386,Mga comune ng Lalawigan ng Bergamo
77387,Solenopsis daguerrei
77388,Oktubre
77389,Marsilio ng Padua
77390,Armored Trooper Votoms
77391,Ko Itakura
77392,Edom
77393,Panlaban ng katawan
77394,Papa Alejandro ng Alehandriya
77395,Wikang Siyin
77396,Panlahing paghihiwalay
77397,Angie Ferro
77398,Kangkong
77399,Badoc
77400,Momoiro Clover Z
77401,Viet Cong
77402,Aachen
77403,Pulot ng manuka
77404,Canarias
77405,Molekula
77406,Teoryang pampanitikan
77407,Bughaw
77408,Iowa
77409,Misao Yamatake
77410,Akinori Mikami
77411,Virgil
77412,Vienna
77413,Salungat na interes
77414,Bideoke
77415,Pamantasang Wesleyan
77416,Mga comune ng Ain
77417,Pagmamanupaktura
77418,Sulat sa Bagong Tipan
77419,Castropignano
77420,Instrumentong pinapalo
77421,Sistemang reproduktibo
77422,Nathan Burns
77423,Lalawigan ng Lori
77424,Panghalip
77425,Islam
77426,Ratiles ni Logan
77427,Weapons of mass destruction
77428,Oplan Zero Tambay
77429,Quenten Martinus
77430,Porphyra umbilicalis
77431,Klasikong pisika
77432,Posisyong pangpagtatalik
77433,Windows Defender
77434,Sansinukob
77435,Templo sa Herusalem
77436,Mga comune ng Lalawigan ng Avellino
77437,Confidential Confessions
77438,Kipot ng Iloilo
77439,Lungsod ng Helsinki
77440,Thymine
77441,Bromochloromethane
77442,Gago
77443,Mitsubishi Lancer Evolution
77444,Pakiramdam
77445,Oniferi
77446,Herpailurus yagouaroundi
77447,Mandas
77448,Jose Antonio Roxas
77449,Trivento
77450,Kalso
77451,Kapibara
77452,Kiev
77453,Long Love Letter
77454,Edgardo Galvez
77455,Wikang Seneca
77456,Wikang Dadiya
77457,Talana
77458,Unang Digmaang Messeniano
77459,Malasapot na bamban
77460,Teoryang pampanitikan
77461,Pneumonoultramicroscopicsilicovolcanoconiosis
77462,Sukot
77463,Walter Hallstein
77464,Magulang
77465,Papa Evaristo
77466,Kapitolyo ng Estados Unidos
77467,Wikang Sar
77468,Laoag
77469,Puno
77470,Inhinyeriyang pangkimika
77471,Wikang Lumun
77472,Mga comune ng Lalawigan ng Caserta
77473,Corinto
77474,Sonda
77475,Alagad
77476,Emanuel Swedenborg
77477,Utawarerumono
77478,Semilya
77479,Rusty Wallace
77480,Mao Zedong
77481,Rio de la Plata
77482,Largabista
77483,Mirto
77484,Marathon
77485,Tsaang gubat
77486,Agham pampolitika
77487,Dutch East Indies
77488,Dalubhasaang Lacson
77489,Abduksiyon
77490,Patrick Garcia
77491,Papa Melquiades
77492,Dolyar ng Estados Unidos
77493,Pryde Henry Teves
77494,Batac
77495,Magna Carta
77496,Yakov Smirnoff
77497,Master of Epic
77498,Mary Elizabeth Frye
77499,Arbitrahe
77500,Panahon ng Rekonstruksiyon sa Estados Unidos
77501,Kahirapan
77502,Wikang Pauserna
77503,Ulten
77504,Bicol
77505,Pagsusuri
77506,Lungsod Juarez
77507,Semilya
77508,Pangunahing Linyang Chuo
77509,Kongkupisensiya
77510,Dilaw
77511,Emperador Komei
77512,Wolfsmund
77513,Sahelanthropus
77514,Balanse ng kalakalan
77515,Polong Timog
77516,Katas
77517,Raha Tupas
77518,Uravakonda
77519,Dolly Parton
77520,Mesusa
77521,Young Officers Union
77522,Tachyon
77523,Carl Linnaeus
77524,Biyokimika
77525,Ciconiiformes
77526,Anterior na sungay ng kordong espinal
77527,Hans Christian Andersen
77528,Antioquia
77529,Wikang Tausug
77530,Espiyonahe
77531,Mga comune ng Lalawigan ng Florence
77532,Babae
77533,Dalubhasaang Mary the Queen
77534,Michiko Makino
77535,Disenyong panloob
77536,Unibersidad ng La Salle
77537,Cabo Verde
77538,Aliminusa
77539,Sultanato ng Sulu
77540,Gabi ng Pangangaluluwa
77541,Bentilador
77542,Kasaysayan ng mga Hudyo sa Alemanya
77543,Pagpupunla
77544,Pagtatalik na premarital
77545,Atrophic vaginitis
77546,Masamang damo
77547,Pagdila sa ari ng babae
77548,Mai no Maho to Katei no Hi
77549,Kimikang makapisika
77550,Bumbilya
77551,Joseph Swan
77552,Batas Cooper
77553,Taingang daga
77554,Glutathione
77555,Victor Emmanuel II
77556,Pamumukaw ng suso
77557,Rufino Kardinal Santos
77558,Taongbono ng piyansa
77559,Bibliya
77560,Baril
77561,Mga sagisag ng Olimpiko
77562,Bahag
77563,Honorata de la Rama
77564,Paglalandi
77565,Kagandahan
77566,Antok
77567,Panunuring pampelikula
77568,Nakatayong bato
77569,Kiko Junio
77570,Mojo Alcantara
77571,Crazy Planets
77572,Timba
77573,Eric Prydz
77574,Panliligaw
77575,Lungsod ng Yamagata
77576,Necho II
77577,French Guiana
77578,Iguig
